"px","response","se"
164856,8.64114629291569,0.607385123988405
164857,8.7204933956678,0.597955468179565
164858,8.71016642866241,0.600073567485383
164859,8.78424347219042,0.591349668440758
164860,8.68351499801254,0.605657766413545
164861,8.75315510100336,0.597174476219354
164862,8.81848044468614,0.589404886377406
164863,8.92091614984017,0.577044779727476
164864,8.99789895472725,0.568243349226649
164865,9.09141974288563,0.557791074370726
164866,9.14242743994827,0.552401068196056
164867,9.18030945944983,0.548499249077624
164868,9.22590053521934,0.543773058808529
164869,9.258281191922,0.540495203857734
164870,9.29955883947224,0.536271707100157
164871,9.33381399174266,0.532810609655976
164872,9.37947297345727,0.528163617892952
164873,9.41315271295519,0.524785048592215
164874,9.44712686815905,0.521384230677651
164880,9.71467431646287,0.49508699338027
164881,9.74389681894039,0.492221359066209
164882,9.74136656429651,0.492324412303395
164883,9.7848397115548,0.488126893736513
164884,9.77701986061338,0.488839063524171
164885,9.78997043223985,0.487623867184836
164886,9.8007382530132,0.486677712375456
164887,9.88649197412911,0.478236434556762
164889,9.85925155910038,0.481311652806285
164890,10.0168043792316,0.465875860082611
164891,10.023120426688,0.465174278087814
164898,10.2815720426088,0.441139830246783
164899,10.3578632139616,0.434640779119678
164900,10.4213323465491,0.429417212258799
164901,10.4499206243087,0.426782267942682
164902,10.4954313436576,0.422982862749927
164903,10.5461094587917,0.418911875456167
164904,10.5877712079337,0.415490980675728
164905,10.6514591940784,0.410849739203747
164906,10.6594685038949,0.409457704870445
164907,10.7158243289361,0.405334985913769
164908,10.7465180858451,0.402680416528188
164909,10.7124935646289,0.403822803073078
164913,10.587871787135,0.413941021688957
164914,10.5213000501278,0.422061868812914
164915,10.8570689142683,0.390617724352686
164916,10.8707194254256,0.38920092624406
164917,10.7701827333829,0.397360665750709
164918,10.6499324607861,0.410614007543527
164919,10.6116083587663,0.416379923876477
164920,10.7964502661311,0.395946924120783
164921,11.0050213780797,0.377749675908152
164922,11.1289156980895,0.369427657602774
164923,11.1231967861679,0.369026352524581
164924,11.0604802209076,0.372934726803774
164925,11.1476132838765,0.366436017414649
164926,11.2285779229037,0.36097787767729
164979,12.9190385758864,0.273130975289946
164980,12.9721361844635,0.273059108658927
164981,13.072889801976,0.275160435101904
164982,13.2530109441583,0.284881410229536
164983,13.2455203009654,0.281604047884288
164984,13.4898665708287,0.303737214551143
164985,13.4600013090643,0.296546612783991
164986,13.2641692194228,0.27600177628561
164987,13.2413824375752,0.27279664582557
164988,13.1830476199196,0.269064167498167
164989,13.3211701245068,0.273652422665734
164990,13.3877929830864,0.275992080978728
164991,13.3455984999164,0.271603912555409
164992,13.420927198557,0.274293263413529
164993,13.4122776904722,0.272033395449903
164994,13.5405957908585,0.279027461600783
164995,13.5696163985003,0.279208023213276
164996,13.5715042807586,0.277236203901727
164997,13.6678139603755,0.283302318794401
164998,13.7827877303328,0.292680740578267
164999,13.8629858515183,0.299296460046461
165000,13.8540925098864,0.295158054024938
165001,13.9621237223632,0.305748554658573
165002,14.0538440555476,0.315218353722232
165003,14.0971740526445,0.318024521868292
165004,14.1617244174689,0.324185681978698
165005,14.2016017672121,0.326665180006867
165006,14.2329993693601,0.327853385550602
165007,14.2678313706287,0.329626226306051
165008,14.3147787350712,0.333405493962354
165009,14.3729683610037,0.339150102020842
165010,14.4111401891459,0.341650858408775
165011,14.3700856805014,0.33112771735132
165044,15.4022943222154,0.391737548945179
165045,15.444986958412,0.395950340263078
165046,15.4623578121061,0.395850090078196
165047,15.3624655811685,0.376855832807397
165048,15.4083167026851,0.381415380242895
165049,15.4845495074973,0.390889646298079
165050,15.5157332656275,0.393224820885319
165051,15.5529769127194,0.396563997840896
165052,15.6022302124991,0.401902258076064
165053,15.6790001755232,0.411948345277398
165054,15.6615061780902,0.406197035701177
165055,15.7210162273124,0.413344923784498
165056,15.7799928473981,0.420511325206973
165057,15.9651785889474,0.450575227076578
165058,15.9790877814233,0.449838328170028
165456,8.38752320214899,0.63371611716181
165457,8.46792929499022,0.623371313567211
165458,8.59799483020806,0.606498263650691
165459,8.67883421953044,0.596764710599113
165460,8.5919815945514,0.60939292075578
165461,8.5453376321587,0.617339626958311
165462,8.68420259795682,0.598827843229889
165463,8.76591512951297,0.588809339902655
165464,8.84554272917164,0.57931137596955
165465,8.93084912175027,0.569366694025942
165466,9.01500403230804,0.559878021947931
165467,9.08662481985944,0.552100637457396
165468,9.14072169345124,0.546408748632332
165469,9.18088593789104,0.542273747383486
165470,9.22162195325958,0.538095879673343
165471,9.26018494521212,0.534165549841741
165472,9.29224850883399,0.530928232883504
165473,9.32153541779626,0.527987824034272
165474,9.37277996476299,0.522780776976792
165475,9.42014985212671,0.518023866692674
165479,9.55986162092485,0.504140774543368
165480,9.60198986894567,0.500005588336111
165481,9.63014734367594,0.49722106269014
165482,9.57419833730235,0.50296066072212
165483,9.62822210743977,0.497482826486754
165484,9.6182208361751,0.498784368363938
165485,9.69667239150997,0.490732211524288
165486,9.77418481463855,0.483093926890006
165487,9.67768649505621,0.493368994894692
165488,9.66794784653808,0.495025938322466
165489,9.75414182371435,0.485708466199973
165490,9.86457426151937,0.474357695576123
165491,9.9509080988045,0.466086542100225
165492,9.85412442289823,0.475933329526392
165493,10.0048816325802,0.460898894435501
165494,10.0520507092601,0.456483371603323
165497,10.0500572260563,0.4567799413142
165498,10.1513969957053,0.447018034474152
165499,10.2687185194751,0.436781008836537
165500,10.3412026266176,0.430830125102031
165501,10.3869166089137,0.426976065364828
165502,10.4265942171465,0.423580818346112
165503,10.4743015185716,0.419708884089894
165504,10.4952713782246,0.417565670396213
165505,10.5606793026175,0.412714204869355
165506,10.5776904990696,0.410790342657291
165507,10.6320749518706,0.406732294760888
165508,10.6529258574061,0.404585174376616
165509,10.6588641513656,0.403327493847298
165510,10.4751917281716,0.417300284428581
165511,10.3432101093724,0.432073731299683
165513,10.6731508116234,0.399980595358521
165514,10.6659158929955,0.400323261516276
165515,10.5029931481303,0.416723806173958
165516,10.7687398038018,0.391721245220472
165517,10.7853954081449,0.390147927518049
165518,10.6428018433075,0.403363163776457
165519,10.5040619322668,0.420779707726234
165520,10.6019080905324,0.409626917923529
165521,10.8633219802565,0.38327788319319
165522,11.0044309469079,0.372688123454678
165523,11.0488938860022,0.369348163782176
165524,10.956049259672,0.37551535837485
165525,11.1093152512782,0.364450010430207
165526,11.1801223028491,0.359873022027048
165527,11.2629027965322,0.355236881437526
165528,11.2936659861689,0.352891449372986
165531,11.4064806402284,0.34532808437521
165532,11.4892337804386,0.341892504782398
165533,11.5761448963007,0.339162703175557
165571,12.439011668213,0.279760965857773
165572,12.4129851539066,0.280871077768235
165573,12.4195712773835,0.280846777013246
165574,12.4490625449977,0.279683556545529
165575,12.5031252657521,0.277363068944199
165576,12.6228241364426,0.273376723920232
165577,12.7418867223966,0.271834744317973
165579,12.9773553547432,0.275946175006407
165580,12.8886606608707,0.27053678866776
165581,12.9695418114714,0.271639289513612
165582,13.1250936227862,0.278483805756969
165583,13.0660999661692,0.272450292512519
165584,13.3369173707693,0.292421865763701
165585,13.4398433757987,0.301244325826756
165586,13.4725395631561,0.301694149439544
165587,13.2465677840581,0.275268128669923
165588,13.1391649404533,0.267343221920053
165589,13.1829610277388,0.267683976943356
165590,13.3704177816802,0.277846754745973
165591,13.3034801001257,0.270667268277946
165592,13.3631040036511,0.27265852883238
165593,13.4441582587614,0.276761590569757
165594,13.4152846454629,0.272289382961647
165595,13.4209965830307,0.27075676609988
165596,13.425988089755,0.269322643102508
165597,13.5395676071852,0.275613943515315
165598,13.6188531665964,0.280414703080782
165599,13.6649217806039,0.282438313312065
165600,13.7502399042668,0.288930249252479
165601,13.7725239031416,0.288621245908477
165602,13.7905073733106,0.287867342538351
165603,13.886173067785,0.296394683479835
165604,13.9165325090324,0.297176847825318
165605,14.042800082954,0.311201612284019
165606,14.1264018689193,0.320204695386291
165607,14.0856579245991,0.310495407813846
165608,14.1591298686129,0.31791586131922
165609,14.2414443985413,0.327151795219353
165610,14.2308304463644,0.32176956379237
165610,14.2308304463644,0.32176956379237
165610,14.2308304463644,0.32176956379237
165610,14.2308304463644,0.32176956379237
165611,14.217940757911,0.316303405768753
165611,14.217940757911,0.316303405768753
165611,14.217940757911,0.316303405768753
165611,14.217940757911,0.316303405768753
165612,14.3288570767601,0.330029171800716
165612,14.3288570767601,0.330029171800716
165612,14.3288570767601,0.330029171800716
165612,14.3288570767601,0.330029171800716
165613,14.435568419216,0.344102016193159
165613,14.435568419216,0.344102016193159
165613,14.435568419216,0.344102016193159
165613,14.435568419216,0.344102016193159
165614,14.467887934588,0.345731040210181
165635,14.8771490264131,0.342017235821246
165636,14.9479054395623,0.349969922697459
165637,15.0655845936402,0.365858041564609
165638,15.1059428009759,0.369455613059207
165639,15.1713725927245,0.377366386419601
165644,15.2205012120672,0.370449251746903
165645,15.2161574663212,0.367088315976004
165646,15.2477451708026,0.369380221837442
165647,15.3323281498652,0.380096552185962
165648,15.3706466603993,0.383537783511328
165649,15.3031809775658,0.370381188639415
165650,15.3884124237763,0.38100534279864
165651,15.4892517229809,0.39463639289449
165652,15.5031830412378,0.394143970469271
165653,15.5687232427784,0.402247821144953
165654,15.6326845121555,0.410238244809152
165655,15.71610072781,0.421809728411749
165656,15.6697213946032,0.410763012532882
165657,15.7453460379215,0.42086154741077
165658,15.8127369699143,0.429715287435133
165659,15.9411430747717,0.449977309273574
165660,16.1337543301248,0.483791392098496
165664,15.9401957846915,0.434433120764313
165665,15.8780741545503,0.421476775479278
166056,8.33295696957124,0.632233373305878
166057,8.01121241803975,0.684870736224667
166058,8.31205292139276,0.638060854617729
166059,8.45455397423604,0.618500293916478
166060,8.48182792051762,0.61582245691402
166061,8.51521982259524,0.612279410282177
166062,8.63402654481943,0.596948292430769
166063,8.6204028146093,0.59982672713767
166064,8.72011908995423,0.587350986031175
166065,8.8542342092994,0.571113142009759
166066,8.96201635005851,0.558947295669828
166067,9.01198017849171,0.553655018054275
166068,9.04524090550912,0.550235715720713
166069,9.09333952548877,0.545207154888242
166070,9.12723471976712,0.541737887150495
166071,9.16170985997269,0.538213699708968
166072,9.20918089105076,0.533323774587745
166073,9.24465041839191,0.529719090927049
166074,9.31620924671519,0.522468376370971
166075,9.36658422747475,0.517458456064012
166076,9.37403258353025,0.516651030113443
166077,9.43648026719327,0.510494194995073
166081,9.51784352597032,0.502290113319837
166082,9.58516718701428,0.495687590881226
166083,9.61440628166194,0.492793209242035
166084,9.56549249226483,0.497713594137828
166085,9.56766664422771,0.497727738277128
166086,9.61377969415042,0.493043120169826
166087,9.64892570089539,0.489552678171887
166088,9.61886478097389,0.493202730875236
166089,9.64404402465791,0.490821089692906
166090,9.70129282529916,0.484834988435098
166091,9.77331846803433,0.477387121840343
166092,9.82618686167612,0.472115478285289
166093,9.83500689230914,0.471405238835807
166094,9.83071314034653,0.47218407015466
166095,9.88102123953891,0.467109099885598
166097,10.055705730074,0.450102216437863
166098,10.0468260101119,0.450857450564245
166099,10.1687179839534,0.439891317119515
166100,10.249361174699,0.433171332848853
166101,10.2879384936151,0.429760780116686
166102,10.3359870718176,0.425725893878554
166103,10.3975476561536,0.420909375131426
166104,10.442561198445,0.417256510233483
166105,10.447992706517,0.416034568521388
166106,10.5092528535507,0.411431451101598
166107,10.530312206612,0.409250233028935
166108,10.5070850742529,0.409905692957339
166109,10.4095861834516,0.417151003948377
166110,10.4465722718857,0.413814423334877
166111,10.5611742467805,0.404344218387673
166112,10.2812875950083,0.431966498388547
166114,10.5658224426431,0.403111287841545
166115,10.6004028498904,0.400056994739046
166116,10.5126429035922,0.408595562433211
166117,10.6041275769011,0.399822532441002
166118,10.5726951969048,0.403288685402917
166119,10.5851736716947,0.402507001926631
166120,10.4806617907521,0.415654843868585
166121,10.7477622041826,0.387203088108445
166122,10.8780266094633,0.376583309653115
166123,10.8735574541573,0.376604205012175
166124,10.9588385844203,0.370126278487418
166125,10.9302921374534,0.371823183245288
166126,11.0710857967312,0.362024762135241
166127,11.092822490257,0.360056309391356
166128,11.1069976644198,0.35854930723407
166129,11.1447718203375,0.355698970768914
166130,11.2252907724649,0.350743549501597
166131,11.3048864674965,0.346436696312336
166132,11.3854307340499,0.342726871194155
166133,11.504958866961,0.339425384301507
166134,11.5336850558594,0.337310204405685
166135,11.5411922295754,0.335283536278741
166136,11.5908326163025,0.333142891012348
166170,12.361957159149,0.278347152203837
166171,12.4550440960098,0.275964105008269
166172,12.2462907742286,0.284416370326933
166173,12.3353381405098,0.279354661844517
166174,12.4791520735478,0.273624148793541
166175,12.5148729636392,0.272396404447188
166176,12.5493277521057,0.271254705437288
166177,12.61238581717,0.26981190948351
166178,12.6870601150315,0.268836438584156
166179,12.7026012877034,0.267940996282463
166180,12.8890541953537,0.271129698280619
166181,12.975923107949,0.273754779489086
166182,13.1089338716334,0.281339293848549
166183,12.949530765755,0.268188407382083
166184,13.040128185753,0.270904899291587
166185,13.3381610460586,0.295993318471724
166186,13.4052329045065,0.300827825682356
166187,13.2396016588781,0.278609197182326
166188,13.2487323054584,0.276638885513814
166189,13.3481660875202,0.283375904023799
166190,13.395407682104,0.285324463289573
166191,13.2843668774018,0.27197289446393
166192,13.3988850213431,0.279598395826047
166193,13.3437467869342,0.271992940226722
166194,13.3367743557078,0.269243814822478
166195,13.376128545517,0.270045500384751
166196,13.4028907192386,0.269955940072266
166197,13.4479613150031,0.271352173680186
166198,13.4822521454409,0.271970288020689
166199,13.5583614928471,0.276446467128625
166200,13.6298780673595,0.281080754215312
166201,13.5869575041332,0.274340694499677
166202,13.6123388020663,0.274380230911674
166203,13.7214956437812,0.282856205074268
166204,13.8810261269637,0.299606168212878
166205,13.9949350094332,0.312607552631509
166206,14.0333049268829,0.314761306877735
166207,14.0413286197513,0.312282201645897
166208,13.9968883180323,0.302321618870725
166209,14.0968301006517,0.31348213782342
166210,14.1634888284053,0.320197613935266
166210,14.1634888284053,0.320197613935266
166210,14.1634888284053,0.320197613935266
166210,14.1634888284053,0.320197613935266
166211,14.1489020792561,0.314295117639026
166211,14.1489020792561,0.314295117639026
166211,14.1489020792561,0.314295117639026
166211,14.1489020792561,0.314295117639026
166212,14.2484820809081,0.326377143429853
166212,14.2484820809081,0.326377143429853
166212,14.2484820809081,0.326377143429853
166212,14.2484820809081,0.326377143429853
166213,14.3437566405106,0.338529791618629
166213,14.3437566405106,0.338529791618629
166213,14.3437566405106,0.338529791618629
166213,14.3437566405106,0.338529791618629
166214,14.3308974027658,0.332395757570586
166214,14.3308974027658,0.332395757570586
166214,14.3308974027658,0.332395757570586
166214,14.3308974027658,0.332395757570586
166215,14.3441794804439,0.330807321982307
166215,14.3441794804439,0.330807321982307
166215,14.3441794804439,0.330807321982307
166215,14.3441794804439,0.330807321982307
166216,14.3348115112963,0.325607473749142
166216,14.3348115112963,0.325607473749142
166216,14.3348115112963,0.325607473749142
166216,14.3348115112963,0.325607473749142
166234,15.000779890121,0.374492567548662
166235,15.046535149963,0.379131780150717
166236,14.9659138530559,0.361467655693808
166237,14.9137206223729,0.349834607426546
166238,14.9922208261673,0.359510051236529
166239,15.061362887097,0.367935667722118
166240,15.1296292713249,0.37642757333802
166241,15.1082656467096,0.369533827438208
166242,15.060296323955,0.358746737940497
166243,15.1852119226463,0.376310310527724
166244,15.1241566535372,0.363305042169935
166245,15.2463985763836,0.380505837368464
166246,15.2952288374548,0.385766851452626
166247,15.3518735540566,0.392458601018853
166248,15.3811710033758,0.394402145198048
166249,15.3512475823752,0.386178324943427
166250,15.2978579286445,0.374681238670124
166251,15.341190931443,0.378932011450677
166252,15.3483291080851,0.3774761129331
166253,15.421672848307,0.386555101830429
166254,15.4704583790162,0.391813752330937
166255,15.5396708004528,0.400558620182692
166256,15.6334296522591,0.41378030437337
166257,15.7758186715372,0.436422103541697
166258,15.8418576641839,0.445445822960569
166259,15.6248434224723,0.403767120180668
166260,16.019540768866,0.472840325968786
166261,16.075654895419,0.480306025123847
166264,15.8717490405351,0.43182401031933
166265,15.7434036823614,0.40798410071316
166266,15.6663491423434,0.394426413508455
166656,8.2811477743396,0.630485709069886
166657,8.40923172629114,0.613949021764621
166658,8.42874879182605,0.612242485982897
166659,8.50498551227826,0.6030604592905
166660,8.51126731501614,0.603060547600855
166661,8.61276188287744,0.590788040389411
166662,8.55164894593419,0.599491565235166
166663,8.6939604748239,0.58197441418721
166664,8.57154728519707,0.598796604575584
166665,8.69034927399116,0.583838035132304
166666,8.79674893578823,0.571157827294275
166667,8.87147029246522,0.562741088506406
166668,8.96872820190405,0.552047370370291
166669,9.01404609049801,0.547312923161551
166670,9.06391504871529,0.54213003171673
166671,9.08536961844784,0.539974178548002
166672,9.15721117237432,0.532573350783032
166673,9.18016466702571,0.530240934107648
166674,9.21696892065971,0.526505151092102
166677,9.2993558944247,0.518181762728205
166678,9.35106900085307,0.512974660934932
166683,9.46128881961007,0.502008246015412
166684,9.55508171249218,0.492647950665939
166685,9.55511150622498,0.492600463418472
166686,9.59704167234527,0.488452902948357
166687,9.54457943084917,0.494017408153373
166688,9.55142152187796,0.493612904419809
166689,9.63519318962856,0.484839715584109
166690,9.73123318151243,0.475278822216378
166691,9.71353581995739,0.477064116876554
166692,9.73045472981068,0.475484121508421
166693,9.64565183364573,0.485362739151544
166694,9.73971287991551,0.475092183677505
166695,9.77502009953079,0.471600417917584
166696,9.85162148535608,0.463729170515039
166697,9.97069685549839,0.452196930779225
166698,10.0584265307452,0.444361575330368
166699,10.0964137468385,0.440866298830507
166700,10.1605459414166,0.435392637696904
166701,10.230782661739,0.429718516293771
166702,10.2383458924834,0.42847078291585
166703,10.3013506547135,0.423432630275421
166704,10.3753811409278,0.417969104575806
166705,10.39699352978,0.41570539237814
166706,10.3881239534931,0.415348922074891
166707,10.4194251127329,0.412522469586549
166708,10.3485687610699,0.417086085312986
166709,10.1968025290214,0.431625645604187
166710,10.2198321196557,0.429619925176998
166711,10.3713508215601,0.414620751693626
166712,10.4032564400541,0.411714613411233
166713,10.2153365297855,0.432413933479244
166714,10.2960177289486,0.423603806593879
166715,10.4686555120926,0.405851550697729
166716,10.4309488748086,0.409892613666205
166717,10.3528000275724,0.419429706843955
166718,10.3130632217482,0.425540422910889
166719,10.3429654028928,0.42288368274423
166720,10.4741148433761,0.407698869547386
166721,10.4232308427526,0.414952396725252
166722,10.5160480189717,0.404547822007747
166723,10.602857461244,0.395418049295629
166724,10.7019971486107,0.385603018526197
166725,10.7267849090371,0.383540381435663
166726,10.7162405003478,0.385131902810169
166727,10.7498156210005,0.382198515534268
166728,10.8349409001145,0.374131471534415
166729,11.0162248676552,0.35933744683676
166730,11.0671511221142,0.355550707002068
166731,11.140555116339,0.35065637719004
166732,11.2690745075478,0.344184075647919
166733,11.3787125679886,0.340178569476587
166734,11.268244490343,0.34182418470619
166735,11.1167392569258,0.350646512840874
166736,11.4404561697988,0.334008823313913
166737,11.4118936652693,0.333144476922657
166764,12.4469723156927,0.289476200975095
166765,12.4192156502744,0.285448236081846
166766,12.1944813574499,0.281605527275053
166769,12.098592377642,0.285775078344361
166770,12.069472122479,0.288729247375504
166771,12.1393474146346,0.284154859588775
166772,12.2463475091289,0.277979133200694
166773,12.2855410885478,0.276185983283331
